post_id,thread_id,user_id,created_at,text,is_reply,topic_category,user_id_hashed
post_002413,thread_00870,user_0246,2024-01-22 11:04:54,Finally some good news - Oil prices surge after market manipulation,True,economics,28b673bd0664ebac
post_002414,thread_00871,user_0214,2024-01-22 11:17:13,Breaking: Cryptocurrency Ethereum crashes after regulatory news. Not surprised.,False,tech,5a54b824f99a262d
post_002415,thread_00871,user_0100,2024-01-22 11:38:12,Iran nuclear program raises concerns in Southeast Asia,True,geopolitics,7b020d2e29ab6947
post_002416,thread_00871,user_0188,2024-01-22 11:43:06,Supreme Court ruling on climate commitments divides nation,True,politics,83f5d526814fa0ca
post_002417,thread_00871,user_0162,2024-01-22 11:54:53,Ukraine conflict affects global oil supply chains,True,geopolitics,9bbc3af4171b5180
post_002418,thread_00872,user_0194,2024-01-22 12:00:34,Thread: Housing market cools in Middle East,False,economics,605e97108900369e
post_002419,thread_00873,user_0204,2024-01-22 12:18:34,Breaking: Unemployment drops to 4.2% in technology,False,economics,82db64d778a0af18
post_002420,thread_00873,user_0246,2024-01-22 12:48:36,Tax reform plan targets small businesses. Wow just wow.,True,politics,28b673bd0664ebac
post_002421,thread_00874,user_0222,2024-01-22 12:50:01,Trade war between US and Mexico escalates. As expected.,False,economics,205c644980a6b19e
post_002422,thread_00874,user_0160,2024-01-22 13:07:18,Thoughts? Taiwan tensions escalate as China makes statement,True,geopolitics,fed1b72f998f4304
post_002423,thread_00874,user_0237,2024-01-22 13:14:51,Sports team Yankees wins championship,True,culture,ae082773676c293c
post_002424,thread_00875,user_0108,2024-01-22 13:16:13,Cryptocurrency Dogecoin crashes after hacking scandal,False,tech,3ecdfa2f4918dba6
post_002425,thread_00875,user_0156,2024-01-22 13:20:31,Healthcare reform proposal faces opposition from small businesses. Absolutely ridiculous.,True,politics,09267e4fd39e5c34
post_002426,thread_00875,user_0247,2024-01-22 13:26:10,5G rollout continues despite surveillance fears,True,tech,127d86b91e9b5ef0
post_002427,thread_00875,user_0205,2024-01-22 13:29:48,Social media platform Apple changes content moderation. The implications are staggering.,True,tech,b3b00630b17f1963
post_002428,thread_00876,user_0188,2024-01-22 13:47:01,Minimum wage debate continues in California,False,economics,83f5d526814fa0ca
post_002429,thread_00876,user_0218,2024-01-22 13:51:33,Inflation reaches 4.2% in India,True,economics,460a41afcaf1d111
post_002430,thread_00876,user_0241,2024-01-22 13:54:23,Healthcare reform proposal faces opposition from middle class,True,politics,33ad7943fdd11301
post_002431,thread_00876,user_0117,2024-01-22 13:55:29,Cancel culture discussion focuses on influencer,True,culture,0f4fdfc07010d08b
post_002432,thread_00877,user_0168,2024-01-22 14:00:16,Fashion week highlights sustainable styles,False,culture,9333a7d0132c2769
post_002433,thread_00877,user_0236,2024-01-22 14:07:42,Unemployment drops to 5.1% in services,True,economics,0f357c49c8666c81
post_002434,thread_00878,user_0103,2024-01-22 14:20:01,Finally some good news - Harris announces campaign for governor,False,politics,3993097b1865df88
post_002435,thread_00879,user_0122,2024-01-22 14:36:45,DeSantis announces campaign for governor,False,politics,84ffb5d462842d02
post_002436,thread_00880,user_0117,2024-01-22 14:42:45,Tech workers strike at OpenAI over human rights violations,False,tech,0f4fdfc07010d08b
post_002437,thread_00881,user_0237,2024-01-22 14:52:59,Gun control legislation proposed after market manipulation. This won't end well.,False,politics,ae082773676c293c
post_002438,thread_00881,user_0242,2024-01-22 15:05:47,Stock market volatility continues amid supply chain disruption,True,economics,bf216b7ac5143eb0
post_002439,thread_00882,user_0079,2024-01-22 15:14:55,Syria conflict enters new phase with China involvement,False,geopolitics,8549021b76f2af0f
post_002440,thread_00882,user_0190,2024-01-22 15:28:40,This is concerning because Cancel culture discussion focuses on politician,True,culture,d2f8eb1ee8a3fe80
post_002441,thread_00882,user_0175,2024-01-22 15:43:14,Police reform protests continue in Chicago,True,politics,6192e9e5d9f3e36f
post_002442,thread_00883,user_0139,2024-01-22 16:07:33,Unemployment drops to 3.8% in manufacturing,False,economics,dfa0b48041bf3c99
post_002443,thread_00883,user_0240,2024-01-22 16:15:46,Biden announces campaign for governor,True,politics,ef167b830a6be4e5
post_002444,thread_00883,user_0206,2024-01-22 16:16:15,New Tesla product disrupts healthcare market. Mark my words.,True,tech,5370d0be6e932d93
post_002445,thread_00884,user_0237,2024-01-22 16:24:15,Corporate merger between Microsoft and Activision announced,False,economics,ae082773676c293c
post_002446,thread_00884,user_0152,2024-01-22 16:25:47,Electric vehicle sales surge in Eastern Europe,True,tech,b16d694e14e1baee
post_002447,thread_00885,user_0205,2024-01-22 16:39:47,Election fraud claims investigated in California. This won't end well.,False,politics,b3b00630b17f1963
post_002448,thread_00885,user_0190,2024-01-22 16:55:03,AI advancement in facial recognition raises ethical questions,True,tech,d2f8eb1ee8a3fe80
post_002449,thread_00885,user_0130,2024-01-22 17:02:12,Climate policy debate intensifies in Southeast Asia,True,politics,4a17c037e31abbee
post_002450,thread_00886,user_0192,2024-01-22 17:27:52,Unemployment drops to 5.1% in services,False,economics,5c512d03340c9d6c
post_002451,thread_00887,user_0231,2024-01-22 17:29:04,Calling it now: Fashion week highlights vintage styles,False,culture,cb0d70b9679da971
post_002452,thread_00887,user_0207,2024-01-22 17:30:18,Electric vehicle sales surge in Africa,True,tech,2965ec591ac23102
post_002453,thread_00887,user_0205,2024-01-22 17:40:14,Unpopular opinion: Syria conflict enters new phase with China involvement,True,geopolitics,b3b00630b17f1963
post_002454,thread_00887,user_0101,2024-01-22 17:44:00,Tax reform plan targets small businesses. History will remember this.,True,politics,deeaf60c0445b9b2
post_002455,thread_00888,user_0213,2024-01-22 17:59:53,Syria conflict enters new phase with China involvement,False,geopolitics,8cd50f1de220e42f
post_002456,thread_00888,user_0109,2024-01-22 18:15:44,Housing market cools in Africa. This is huge.,True,economics,4d2457a867397e12
post_002457,thread_00888,user_0222,2024-01-22 18:26:22,Minimum wage debate continues in New York,True,economics,205c644980a6b19e
post_002458,thread_00889,user_0115,2024-01-22 18:26:35,Banking crisis affects Asia Pacific economy,False,economics,d7666a381bf0b8f2
post_002459,thread_00889,user_0238,2024-01-22 19:00:19,EU sanctions target India over trade agreements. About time.,True,geopolitics,46f2c35ee1c3e090
post_002460,thread_00889,user_0242,2024-01-22 19:05:07,Streaming platform Google releases new series,True,culture,bf216b7ac5143eb0
post_002461,thread_00889,user_0158,2024-01-22 19:22:07,Banking crisis affects Latin America economy,True,economics,e6cb7dc44974d65a
post_002462,thread_00889,user_0244,2024-01-22 19:28:14,Newsom announces campaign for governor,True,politics,59a2ecc03cd6dcf2
post_002463,thread_00889,user_0128,2024-01-22 19:38:16,Reminder: EU sanctions target Brazil over territorial disputes,True,geopolitics,444aab2df63c2d69
post_002464,thread_00889,user_0170,2024-01-22 19:44:31,Stock market volatility continues amid energy shortage,True,economics,41e0da28261abd58
post_002465,thread_00889,user_0244,2024-01-22 19:48:47,North Korea tests new drone amid international pressure,True,geopolitics,59a2ecc03cd6dcf2
post_002466,thread_00889,user_0218,2024-01-22 19:58:35,Breaking: Sports team Yankees wins championship,True,culture,460a41afcaf1d111
post_002467,thread_00889,user_0153,2024-01-22 20:08:14,Healthcare reform proposal faces opposition from corporations,True,politics,725bfdd2be176fd5
post_002468,thread_00890,user_0218,2024-01-22 20:19:30,Unpopular opinion: Syria conflict enters new phase with Turkey involvement,False,geopolitics,460a41afcaf1d111
post_002469,thread_00890,user_0119,2024-01-22 20:44:08,Calling it now: NATO expansion continues to be debated in Germany. This won't end well.,True,geopolitics,2906b355940b739f
post_002470,thread_00891,user_0123,2024-01-22 21:03:09,Cancel culture discussion focuses on comedian,False,culture,996bd7dd1ada3864
post_002471,thread_00892,user_0214,2024-01-22 21:27:26,Thoughts? Supreme Court ruling on climate commitments divides nation,False,politics,5a54b824f99a262d
post_002472,thread_00892,user_0222,2024-01-22 21:32:07,Finally some good news - Book bans debated in New York schools,True,culture,205c644980a6b19e
post_002473,thread_00892,user_0202,2024-01-22 21:42:24,Thread: Video game FPS shooter launches with cross-platform play,True,culture,2f6dd4c2bbb80916
post_002474,thread_00892,user_0174,2024-01-22 21:44:17,Thoughts? AI advancement in autonomous vehicles raises ethical questions,True,tech,81c4677319ec1a8a
post_002475,thread_00893,user_0226,2024-01-22 21:57:36,Reminder: AI advancement in healthcare raises ethical questions. History will remember this.,False,tech,67449d50a938fc0b
post_002476,thread_00894,user_0241,2024-01-22 22:04:40,Cybersecurity breach at Google affects millions,False,tech,33ad7943fdd11301
post_002477,thread_00894,user_0230,2024-01-22 22:15:17,Calling it now: Russia and China are strengthening their alliance in Latin America,True,geopolitics,ac7a33401805fc6a
post_002478,thread_00895,user_0229,2024-01-22 22:27:19,Music festival regulatory news sells out in minutes,False,culture,9e3cb742a47939b0
post_002479,thread_00896,user_0239,2024-01-22 22:50:11,Israel and Palestine negotiations stall over borders,False,geopolitics,4960459bfb6e4a91
post_002480,thread_00897,user_0245,2024-01-22 23:04:53,Nobody is talking about how North Korea tests new drone amid international pressure,False,geopolitics,d00ebbca9e619b22
post_002481,thread_00897,user_0141,2024-01-22 23:27:56,Breaking: Gun control legislation proposed after market manipulation,True,politics,63f2bd4ded8aca6f
post_002482,thread_00897,user_0244,2024-01-22 23:35:06,North Korea tests new missile amid international pressure. Mark my words.,True,geopolitics,59a2ecc03cd6dcf2
post_002483,thread_00897,user_0190,2024-01-22 23:36:40,Quantum computing breakthrough at Google,True,tech,d2f8eb1ee8a3fe80
post_002484,thread_00898,user_0191,2024-01-23 00:16:29,New Apple product disrupts transportation market. Mark my words.,False,tech,a992eabf8d945b65
post_002485,thread_00898,user_0239,2024-01-23 00:24:33,Electric vehicle sales surge in Eastern Europe,True,tech,4960459bfb6e4a91
post_002486,thread_00898,user_0139,2024-01-23 00:31:58,Finally some good news - Banking crisis affects Southeast Asia economy,True,economics,dfa0b48041bf3c99
post_002487,thread_00899,user_0241,2024-01-23 00:41:48,New action movie breaks box office records,False,culture,33ad7943fdd11301
post_002488,thread_00900,user_0204,2024-01-23 01:08:28,Book bans debated in Florida schools,False,culture,82db64d778a0af18
post_002489,thread_00900,user_0207,2024-01-23 01:10:55,Tax reform plan targets corporations,True,politics,2965ec591ac23102
post_002490,thread_00900,user_0095,2024-01-23 01:15:59,Social media platform Amazon changes content moderation,True,tech,4cefc9b936cf25f4
post_002491,thread_00901,user_0021,2024-01-23 01:33:33,Unemployment drops to 5.1% in technology. The implications are staggering.,False,economics,7ade06af650d2769
post_002492,thread_00902,user_0237,2024-01-23 01:37:12,Minimum wage debate continues in California,False,economics,ae082773676c293c
post_002493,thread_00902,user_0172,2024-01-23 01:45:43,Calling it now: Unemployment drops to 5.1% in services. Absolutely ridiculous.,True,economics,a3bf721c5fb7c4d5
post_002494,thread_00903,user_0208,2024-01-23 01:49:49,The mainstream media ignores that Climate policy debate intensifies in Middle East. The implications are staggering.,False,politics,935b04e6b84355d3
post_002495,thread_00903,user_0204,2024-01-23 01:54:36,Federal Reserve considers raising on interest rates,True,economics,82db64d778a0af18
post_002496,thread_00904,user_0124,2024-01-23 02:15:45,Russia and China are strengthening their alliance in Middle East,False,geopolitics,ecde47698673143e
post_002497,thread_00904,user_0184,2024-01-23 02:40:15,Climate policy debate intensifies in Asia Pacific,True,politics,ff96c882a14196e3
post_002498,thread_00905,user_0197,2024-01-23 02:55:56,Oil prices surge after hacking scandal. This won't end well.,False,economics,af1c474b0da0cb3b
post_002499,thread_00905,user_0209,2024-01-23 03:01:50,5G rollout continues despite health concerns. Wow just wow.,True,tech,53fe3d89f0ab0a45
post_002500,thread_00905,user_0214,2024-01-23 03:21:39,AI advancement in autonomous vehicles raises ethical questions,True,tech,5a54b824f99a262d
post_002501,thread_00906,user_0204,2024-01-23 03:40:54,New Microsoft product disrupts finance market,False,tech,82db64d778a0af18
post_002502,thread_00907,user_0195,2024-01-23 03:54:35,AI advancement in healthcare raises ethical questions,False,tech,b55889cb5f413d9d
post_002503,thread_00907,user_0195,2024-01-23 04:38:55,Police reform protests continue in Portland,True,politics,b55889cb5f413d9d
post_002504,thread_00907,user_0107,2024-01-23 04:59:07,Thread: Kanye West controversy sparks online debate,True,culture,c31f28fcbe7440dd
post_002505,thread_00907,user_0108,2024-01-23 04:59:42,Thread: Healthcare reform proposal faces opposition from middle class,True,politics,3ecdfa2f4918dba6
post_002506,thread_00907,user_0220,2024-01-23 05:17:23,Hot take: Streaming platform Meta releases new series. This won't end well.,True,culture,4679750df1c347ad
post_002507,thread_00907,user_0223,2024-01-23 05:26:16,Inflation reaches 7.5% in Poland,True,economics,04f4dd6c25f9518f
post_002508,thread_00907,user_0224,2024-01-23 05:47:34,Book bans debated in New York schools,True,culture,ddb20c5c993ac65c
post_002509,thread_00907,user_0226,2024-01-23 06:09:52,New Apple product disrupts finance market,True,tech,67449d50a938fc0b
post_002510,thread_00907,user_0240,2024-01-23 06:22:07,Calling it now: Kanye West controversy sparks online debate. This won't end well.,True,culture,ef167b830a6be4e5
post_002511,thread_00907,user_0185,2024-01-23 06:22:32,Oil prices surge after market manipulation,True,economics,acdf9cb5c54560aa
post_002512,thread_00908,user_0153,2024-01-23 06:36:19,Immigration policy changes spark debate in India,False,politics,725bfdd2be176fd5
post_002513,thread_00908,user_0192,2024-01-23 06:41:57,Hot take: Unemployment drops to 5.1% in services,True,economics,5c512d03340c9d6c
post_002514,thread_00908,user_0123,2024-01-23 06:50:18,Data privacy concerns grow around facial recognition,True,tech,996bd7dd1ada3864
post_002515,thread_00908,user_0247,2024-01-23 06:52:38,Fashion week highlights vintage styles,True,culture,127d86b91e9b5ef0
post_002516,thread_00908,user_0153,2024-01-23 06:56:38,Streaming platform OpenAI releases new series,True,culture,725bfdd2be176fd5
post_002517,thread_00908,user_0176,2024-01-23 07:26:18,North Korea tests new satellite amid international pressure. Wow just wow.,True,geopolitics,0118124b0e55a7b9
post_002518,thread_00908,user_0163,2024-01-23 07:29:46,Thoughts? Quantum computing breakthrough at MIT,True,tech,dae32c9351a18277
post_002519,thread_00908,user_0221,2024-01-23 07:57:03,Trade war between EU and Mexico escalates,True,economics,8825a4d7d417c6f8
post_002520,thread_00908,user_0223,2024-01-23 08:17:18,Iran nuclear program raises concerns in Southeast Asia. The implications are staggering.,True,geopolitics,04f4dd6c25f9518f
post_002521,thread_00908,user_0180,2024-01-23 08:51:29,Thoughts? Sports team Yankees wins championship,True,culture,c271ecb52214ddcd
post_002522,thread_00908,user_0237,2024-01-23 09:04:36,Cancel culture discussion focuses on politician,True,culture,ae082773676c293c
post_002523,thread_00908,user_0207,2024-01-23 09:05:34,Iran nuclear program raises concerns in Southeast Asia,True,geopolitics,2965ec591ac23102
post_002524,thread_00908,user_0191,2024-01-23 09:22:11,Election fraud claims investigated in California,True,politics,a992eabf8d945b65
post_002525,thread_00908,user_0212,2024-01-23 09:25:56,Calling it now: Immigration policy changes spark debate in Turkey,True,politics,4a455f9c04702ccb
post_002526,thread_00908,user_0156,2024-01-23 10:00:25,This aged well... Stock market volatility continues amid energy shortage,True,economics,09267e4fd39e5c34
post_002527,thread_00908,user_0232,2024-01-23 10:01:31,Iran nuclear program raises concerns in Southeast Asia,True,geopolitics,4c9fa495e56c5490
post_002528,thread_00908,user_0230,2024-01-23 10:43:46,The UN Security Council discusses human rights violations in emergency session,True,geopolitics,ac7a33401805fc6a
post_002529,thread_00908,user_0191,2024-01-23 10:45:37,Iran nuclear program raises concerns in Eastern Europe,True,geopolitics,a992eabf8d945b65
post_002530,thread_00908,user_0227,2024-01-23 10:48:14,Reminder: Tech workers strike at Microsoft over territorial disputes,True,tech,1c1b6155c79edd2e
post_002531,thread_00908,user_0225,2024-01-23 11:01:48,Corporate merger between Google and Whole Foods announced,True,economics,85807459f8439618
post_002532,thread_00909,user_0195,2024-01-23 11:14:10,This aged well... Tech workers strike at Meta over climate commitments,False,tech,b55889cb5f413d9d
post_002533,thread_00909,user_0213,2024-01-23 11:19:52,Unpopular opinion: Streaming platform Microsoft releases new series,True,culture,8cd50f1de220e42f
post_002534,thread_00909,user_0192,2024-01-23 11:22:25,Election fraud claims investigated in Texas,True,politics,5c512d03340c9d6c
post_002535,thread_00909,user_0232,2024-01-23 11:28:57,Unpopular opinion: Supreme Court ruling on territorial disputes divides nation,True,politics,4c9fa495e56c5490
post_002536,thread_00909,user_0131,2024-01-23 11:46:34,This aged well... Police reform protests continue in New York,True,politics,9c9e9600c5211e96
post_002537,thread_00909,user_0088,2024-01-23 12:08:02,Thoughts? Electric vehicle sales surge in Asia Pacific. The implications are staggering.,True,tech,5fa1c5b3e1f58c47
post_002538,thread_00909,user_0177,2024-01-23 12:45:07,Taiwan tensions escalate as China makes statement,True,geopolitics,9db6ad32ed24f35f
post_002539,thread_00909,user_0196,2024-01-23 12:48:28,Social media platform Meta changes content moderation,True,tech,f3d340fe34b16f61
post_002540,thread_00909,user_0165,2024-01-23 12:52:36,Ukraine conflict affects global semiconductor supply chains. History will remember this.,True,geopolitics,4947860e008a5dcf
post_002541,thread_00909,user_0246,2024-01-23 12:53:46,This is concerning because Book bans debated in New York schools,True,culture,28b673bd0664ebac
post_002542,thread_00910,user_0219,2024-01-23 13:01:13,Syria conflict enters new phase with Turkey involvement,False,geopolitics,725b3c6b3154f2d4
post_002543,thread_00911,user_0243,2024-01-23 13:03:07,Tax reform plan targets small businesses. Wow just wow.,False,politics,dcb001ac20da19d4
post_002544,thread_00911,user_0247,2024-01-23 13:26:34,Gun control legislation proposed after market manipulation,True,politics,127d86b91e9b5ef0
post_002545,thread_00911,user_0207,2024-01-23 13:34:51,Hot take: North Korea tests new satellite amid international pressure,True,geopolitics,2965ec591ac23102
post_002546,thread_00911,user_0160,2024-01-23 13:37:06,Taylor Swift controversy sparks online debate,True,culture,fed1b72f998f4304
post_002547,thread_00912,user_0196,2024-01-23 13:58:37,Unemployment drops to 3.8% in services. About time.,False,economics,f3d340fe34b16f61
post_002548,thread_00912,user_0114,2024-01-23 14:06:40,Russia and China are strengthening their alliance in Asia Pacific,True,geopolitics,66d7ce1649d7d4cf
post_002549,thread_00912,user_0238,2024-01-23 14:09:00,Police reform protests continue in Portland,True,politics,46f2c35ee1c3e090
post_002550,thread_00912,user_0194,2024-01-23 15:15:01,Unpopular opinion: Corporate merger between Amazon and Twitter announced,True,economics,605e97108900369e
post_002551,thread_00913,user_0142,2024-01-23 15:45:52,Ukraine conflict affects global oil supply chains,False,geopolitics,0e8717e44d1f99f3
post_002552,thread_00913,user_0208,2024-01-23 15:55:12,Nobody is talking about how Cryptocurrency Dogecoin crashes after hacking scandal,True,tech,935b04e6b84355d3
post_002553,thread_00914,user_0221,2024-01-23 16:05:54,Calling it now: Tech workers strike at Meta over trade agreements,False,tech,8825a4d7d417c6f8
post_002554,thread_00915,user_0134,2024-01-23 16:06:18,Inflation reaches 7.5% in Turkey,False,economics,eed0a46550897707
post_002555,thread_00916,user_0191,2024-01-23 16:10:10,Tech workers strike at Microsoft over human rights violations,False,tech,a992eabf8d945b65
post_002556,thread_00917,user_0233,2024-01-23 16:41:12,Gun control legislation proposed after regulatory news. The implications are staggering.,False,politics,8131db3f17374e9a
post_002557,thread_00917,user_0197,2024-01-23 16:41:24,Thoughts? Russia and China are strengthening their alliance in Southeast Asia,True,geopolitics,af1c474b0da0cb3b
post_002558,thread_00918,user_0192,2024-01-23 16:41:27,Electric vehicle sales surge in Southeast Asia,False,tech,5c512d03340c9d6c
post_002559,thread_00919,user_0064,2024-01-23 16:48:54,Electric vehicle sales surge in Africa,False,tech,e4827cda70f9d03d
post_002560,thread_00920,user_0171,2024-01-23 16:56:37,This aged well... Police reform protests continue in Chicago. This is huge.,False,politics,fb44003f203ab8c8
post_002561,thread_00921,user_0224,2024-01-23 17:03:09,Hot take: Quantum computing breakthrough at Google,False,tech,ddb20c5c993ac65c
post_002562,thread_00921,user_0213,2024-01-23 17:12:16,Iran nuclear program raises concerns in Latin America,True,geopolitics,8cd50f1de220e42f
post_002563,thread_00921,user_0103,2024-01-23 17:21:21,Electric vehicle sales surge in Eastern Europe. Mark my words.,True,tech,3993097b1865df88
post_002564,thread_00922,user_0224,2024-01-23 17:30:41,Healthcare reform proposal faces opposition from small businesses,False,politics,ddb20c5c993ac65c
post_002565,thread_00922,user_0185,2024-01-23 18:21:31,Taiwan tensions escalate as US makes statement. History will remember this.,True,geopolitics,acdf9cb5c54560aa
post_002566,thread_00922,user_0233,2024-01-23 18:36:26,Federal Reserve considers raising on interest rates. This won't end well.,True,economics,8131db3f17374e9a
post_002567,thread_00922,user_0228,2024-01-23 18:43:49,Immigration policy changes spark debate in Turkey,True,politics,1784f2dd4ca23d92
post_002568,thread_00923,user_0117,2024-01-23 18:54:12,Reminder: Ukraine conflict affects global natural gas supply chains,False,geopolitics,0f4fdfc07010d08b
post_002569,thread_00923,user_0079,2024-01-23 19:03:19,Social media platform Amazon changes content moderation,True,tech,8549021b76f2af0f
post_002570,thread_00923,user_0243,2024-01-23 19:27:27,Reminder: Stock market volatility continues amid banking crisis,True,economics,dcb001ac20da19d4
post_002571,thread_00924,user_0002,2024-01-23 19:50:56,Social media platform Google changes algorithm transparency,False,tech,5884dd49ab86df2f
post_002572,thread_00925,user_0238,2024-01-23 19:52:52,Stock market volatility continues amid supply chain disruption,False,economics,46f2c35ee1c3e090
post_002573,thread_00925,user_0120,2024-01-23 20:10:45,The mainstream media ignores that Banking crisis affects Eastern Europe economy. About time.,True,economics,4631d150c90c42fb
post_002574,thread_00926,user_0172,2024-01-23 20:23:36,Quantum computing breakthrough at Stanford,False,tech,a3bf721c5fb7c4d5
post_002575,thread_00927,user_0148,2024-01-23 20:28:35,Corporate merger between Amazon and Activision announced,False,economics,fa009bf9cb5c0991
post_002576,thread_00928,user_0190,2024-01-23 20:54:35,Finally some good news - AI advancement in autonomous vehicles raises ethical questions. History will remember this.,False,tech,d2f8eb1ee8a3fe80
post_002577,thread_00928,user_0057,2024-01-23 21:26:21,North Korea tests new satellite amid international pressure,True,geopolitics,8ac469a8bf22a90a
post_002578,thread_00928,user_0196,2024-01-23 21:33:49,Electric vehicle sales surge in Latin America,True,tech,f3d340fe34b16f61
post_002579,thread_00929,user_0112,2024-01-23 22:09:12,This aged well... New Apple product disrupts healthcare market. The implications are staggering.,False,tech,90fe75a99bed3f06
post_002580,thread_00929,user_0100,2024-01-23 22:12:45,Calling it now: Stock market volatility continues amid energy shortage,True,economics,7b020d2e29ab6947
post_002581,thread_00930,user_0204,2024-01-23 22:21:24,Quantum computing breakthrough at Stanford. The implications are staggering.,False,tech,82db64d778a0af18
post_002582,thread_00930,user_0241,2024-01-23 22:34:00,Unpopular opinion: Supreme Court ruling on climate commitments divides nation,True,politics,33ad7943fdd11301
post_002583,thread_00930,user_0126,2024-01-23 22:46:06,Tech workers strike at Amazon over territorial disputes,True,tech,3214156f77c3f6ba
post_002584,thread_00930,user_0214,2024-01-23 22:58:45,Banking crisis affects Latin America economy,True,economics,5a54b824f99a262d
post_002585,thread_00930,user_0214,2024-01-23 23:06:08,Change my mind: Climate policy debate intensifies in Africa. As expected.,True,politics,5a54b824f99a262d
post_002586,thread_00930,user_0206,2024-01-23 23:13:49,Data privacy concerns grow around location tracking,True,tech,5370d0be6e932d93
post_002587,thread_00930,user_0193,2024-01-23 23:41:02,Thoughts? Cancel culture discussion focuses on athlete,True,culture,545936c6a25188b7
post_002588,thread_00930,user_0229,2024-01-23 23:42:03,Minimum wage debate continues in Texas. The implications are staggering.,True,economics,9e3cb742a47939b0
post_002589,thread_00930,user_0144,2024-01-23 23:46:27,Iran nuclear program raises concerns in Asia Pacific,True,geopolitics,97fb8e33e2a147ab
post_002590,thread_00930,user_0153,2024-01-23 23:50:57,Election fraud claims investigated in Texas. This won't end well.,True,politics,725bfdd2be176fd5
post_002591,thread_00931,user_0237,2024-01-24 00:33:06,Israel and Palestine negotiations stall over settlements,False,geopolitics,ae082773676c293c
post_002592,thread_00931,user_0210,2024-01-24 01:18:13,Unemployment drops to 7.5% in retail,True,economics,ba06957e21ff5c4f
post_002593,thread_00931,user_0222,2024-01-24 01:36:29,AI advancement in autonomous vehicles raises ethical questions,True,tech,205c644980a6b19e
post_002594,thread_00931,user_0237,2024-01-24 01:46:34,Breaking: Minimum wage debate continues in Texas,True,economics,ae082773676c293c
post_002595,thread_00932,user_0156,2024-01-24 01:46:50,NATO expansion continues to be debated in South Korea,False,geopolitics,09267e4fd39e5c34
post_002596,thread_00932,user_0247,2024-01-24 02:22:28,Cancel culture discussion focuses on politician,True,culture,127d86b91e9b5ef0
post_002597,thread_00933,user_0165,2024-01-24 02:31:02,This is concerning because Corporate merger between Google and Whole Foods announced,False,economics,4947860e008a5dcf
post_002598,thread_00933,user_0144,2024-01-24 02:52:59,Social media platform Meta changes data collection,True,tech,97fb8e33e2a147ab
post_002599,thread_00933,user_0237,2024-01-24 03:02:17,Art exhibition on settlements opens at Guggenheim,True,culture,ae082773676c293c
post_002600,thread_00933,user_0246,2024-01-24 03:13:15,Taiwan tensions escalate as US makes statement,True,geopolitics,28b673bd0664ebac
post_002601,thread_00933,user_0208,2024-01-24 03:16:22,The mainstream media ignores that Syria conflict enters new phase with Turkey involvement,True,geopolitics,935b04e6b84355d3
post_002602,thread_00934,user_0212,2024-01-24 03:51:26,Tax reform plan targets seniors,False,politics,4a455f9c04702ccb
post_002603,thread_00935,user_0128,2024-01-24 03:52:09,Federal Reserve considers lowering on interest rates,False,economics,444aab2df63c2d69
post_002604,thread_00936,user_0223,2024-01-24 04:13:31,This aged well... Gun control legislation proposed after market manipulation,False,politics,04f4dd6c25f9518f
post_002605,thread_00936,user_0197,2024-01-24 04:32:32,Thread: Video game battle royale launches with VR support,True,culture,af1c474b0da0cb3b
post_002606,thread_00937,user_0106,2024-01-24 04:47:26,Inflation reaches 4.2% in France. Wow just wow.,False,economics,9ed08c8e1ab8a5db
post_002607,thread_00938,user_0181,2024-01-24 05:04:06,Voting rights legislation stalls in Congress,False,politics,074a725ea819ac30
post_002608,thread_00939,user_0247,2024-01-24 05:15:51,Thread: New superhero film breaks box office records. Absolutely ridiculous.,False,culture,127d86b91e9b5ef0
post_002609,thread_00939,user_0208,2024-01-24 05:17:14,Streaming platform Meta releases documentary,True,culture,935b04e6b84355d3
post_002610,thread_00939,user_0242,2024-01-24 05:30:08,Syria conflict enters new phase with China involvement,True,geopolitics,bf216b7ac5143eb0
post_002611,thread_00940,user_0210,2024-01-24 05:51:46,Cancel culture discussion focuses on politician,False,culture,ba06957e21ff5c4f
post_002612,thread_00941,user_0052,2024-01-24 05:52:42,Book bans debated in California schools,False,culture,cfb89c5b1e2796c2
post_002613,thread_00942,user_0238,2024-01-24 05:53:36,Housing market cools in Asia Pacific,False,economics,46f2c35ee1c3e090
post_002614,thread_00942,user_0124,2024-01-24 06:17:26,Calling it now: Stock market volatility continues amid supply chain disruption,True,economics,ecde47698673143e
post_002615,thread_00943,user_0237,2024-01-24 06:24:55,Hot take: North Korea tests new missile amid international pressure,False,geopolitics,ae082773676c293c
post_002616,thread_00943,user_0227,2024-01-24 07:13:06,Taiwan tensions escalate as US makes statement,True,geopolitics,1c1b6155c79edd2e
post_002617,thread_00943,user_0205,2024-01-24 07:23:32,This is concerning because AI advancement in autonomous vehicles raises ethical questions,True,tech,b3b00630b17f1963
post_002618,thread_00944,user_0218,2024-01-24 07:52:05,Calling it now: Corporate merger between Google and Twitter announced,False,economics,460a41afcaf1d111
post_002619,thread_00944,user_0216,2024-01-24 08:21:56,Federal Reserve considers holding on interest rates,True,economics,e6bf19b7faf0dbda
post_002620,thread_00944,user_0207,2024-01-24 08:52:33,Unpopular opinion: Art exhibition on security guarantees opens at Guggenheim,True,culture,2965ec591ac23102
